0.666666666666667,0.666666666666667,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.25
0,0,0,0,0,0,0,0,0.5
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.2
0.333333333333333,0.333333333333333,0,0,0,0,0,NA,NA
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.166666666666667
0,0,0,0,0,0,0,0,0.333333333333333
0,0,0,0,0,0,0,0,0
0.666666666666667,0.5,0,0,0,0,0,0,0
0.333333333333333,0.5,0,0,0,0,0,0,0
0,0,0,0,0,0,0,NA,1
0,0,0,0,0,0,0,NA,NA
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,NA,1
0.2,0.25,0,0,0,0,0,0,0
0,0,0,0,NA,0,0,0,0.5
0,0,0,0,0,0,0,0,0.166666666666667
0,0,0,0,0,0,0,0,0
1,0.5,0,0,0,0,0,0,0
0,0.666666666666667,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.25
0.5,0.5,0,0,0,0,0,0,0.2
0,0,0,0,0,0,0,0,0
0.333333333333333,0.333333333333333,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.5
0,0,0,0,NA,NA,NA,0,0
0.333333333333333,0.333333333333333,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.25
0,0,0,0,0,0,0,0,0.2
0,0,0,0,0,0,0,0,0
0.2,0.2,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0.5,0.25,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0.25,0.333333333333333,0,0,0,0,0,0,0
0.5,1,0,0,0,0,0,0,0.5
0,0,0,0,0,0,0,0,0
0,0.5,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1
0,0,NA,0,0,0,0,0,0
0.333333333333333,0.5,0,0,0,0,0,0,0
0,NA,0,0,NA,NA,NA,0,0
0.333333333333333,0.333333333333333,0,0,0,0,0,0,0
0,0,0,0,0,0,0.166666666666667,0,0.4
0.333333333333333,NA,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.5
NA,NA,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.5
0,0,0,0,0,0,0,0,0.285714285714286
0.333333333333333,0.25,0,0,0,0,0,0,0
NA,0,NA,NA,0,NA,NA,0,0
NA,0,NA,NA,0,0,0,0,0.5
0,0.25,0,0,0,0,0,0,0.166666666666667
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.25
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.2
0.333333333333333,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.5
0,0,0,0,0,0,0,0,0.5
0,0,0,0,0,0,0,0,0.666666666666667
0,0,0,0,0,0,0,0,0
0.5,0,0,0,0,0,0,0,0
0,0,0,0,NA,0,0,0,0.333333333333333
0,0,0,0,0,0,0,0,0
0.5,1,0,0,0,0,0,0,0.333333333333333
