LINE,LOC,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
45,3,174.4526356,2057.142839,44.11133333,44.61933333,56.896,58.33533333,59.05279867,1.3074,1.2898,1.333,0.714,0.5547,1.2872,0.0351,0.0867,0.4966,0.0277,223.4,157.5,0.0522,143.9,124.4,0,0,0,0.1942,0.0694,0,0.1865,0.418,0.7791,0.8874,0.886,1.2885,0.3897,154.7403,62.7874,44.9642,93.9729,41.8335,40.5391,35.5081,41.2151,53.8911,1.0287,0.5277,0.2721
46,3,194.3999329,2548.338989,50.038,50.20733333,60.36733333,61.976,62.26721947,1.2344,1.2064,1.2465,0.709,0.6294,1.1263,0.0305,0.0698,0.5437,0.0192,201.2,162.6,0.0358,166.8,142,0,0,0,0.134,0.0695,0,0.0893,0.4809,0.777,0.8875,0.8861,1.2034,0.4077,150.7821,64.6817,47.3412,93.2254,41.4537,38.0129,33.1602,41.0996,50.4438,0.5588,0.5136,0.2823
47,3,174.2472004,2082.296911,45.80466667,46.56666667,53.17066667,55.20266667,56.472328,1.1855,1.1608,1.2352,0.7153,0.6396,1.1185,0.0299,0.0664,0.5212,0.0246,216.6,162.4,0.036,172.8,142.1,0,0,0,0.1207,0.0906,0,0.1179,0.4755,0.7711,0.8901,0.8901,1.162,0.4136,143.8487,61.0322,43.4885,88.149,39.3741,36.9005,32.6855,41.5336,49.2949,1.7311,0.5281,0.2713
48,3,181.1869461,2205.314586,45.80466667,45.974,58.75866667,60.706,61.27837207,1.3204,1.2828,1.3161,0.7338,0.4843,1.5153,0.0319,0.0839,0.4932,0.0279,217.4,160.6,0.0427,132.4,126.4,9e-04,0.0346,0,0.1458,0.0771,0,0.2148,0.5174,0.7737,0.8892,0.8878,1.2824,0.389,141.5663,63.8987,47.7081,89.0431,39.646,34.5837,29.9505,40.8936,45.75,1.4986,0.565,0.2704
49,3,192.4069558,2438.991538,46.482,46.82066667,59.69,62.06066667,62.92502867,1.3255,1.2842,1.3562,0.816,0.643,1.2691,0.0451,0.0984,0.57,0.0342,235.7,176.5,0.0616,156.2,135.9,0,0,0,0.0705,0.043,0,0.1756,0.5825,0.7678,0.8906,0.8864,1.2831,0.4318,170.197,95.8659,55.5903,106.2554,51.9195,28.7205,42.6408,56.038,51.4111,1.0099,0.514,0.2799
50,3,193.4250217,2543.571974,51.22333333,52.07,56.47266667,59.60533333,60.26057713,1.1447,1.1025,1.1784,0.8,0.595,1.3444,0.0416,0.0635,0.5503,0.0455,240.3,168.7,0.0829,169,136.8,0,0,0,0.2335,0.0257,0,0.2448,0.4006,0.7568,0.8896,0.8867,1.1037,0.4324,148.4194,69.3046,53.2162,94.8766,42.0679,34.7967,29.8013,40.578,45.8141,0.6065,0.5288,0.2723
51,3,170.9095219,1795.508954,34.45933333,35.13666667,62.39933333,62.82266667,63.93262127,1.788,1.8108,1.8414,0.6413,0.7445,0.8614,0.0516,0.1855,0.5269,0,152.9,104.4,0,156.9,122.6,0,0,0.2256,0,0.1193,0.1821,0,0.6348,0.7935,0.8896,0.8869,1.8148,0.4026,126.3677,59.0838,47.752,81.8958,35.8459,30.8486,23.8628,37.7236,39.0009,1.6099,0.5264,0.2722
52,3,175.297846,1876.26148,56.896,57.658,34.29,41.31733333,43.55618247,0.7166,0.6027,0.7655,0.8348,0.5446,1.5328,0.0615,0.1394,0.5416,0.123,258.3,247,0.2167,167.4,152.1,0,0,0,0.2449,0.0599,0,0.263,0.3934,0.6612,0.8895,0.8846,0.6007,0.4821,164.0945,100.4329,82.7726,116.163,52.7139,25.4917,25.2705,44.7503,35.8946,1.9918,0.7512,0.1326
53,3,293.3731242,4910.212402,102.9546667,103.2086667,46.482,59.60533333,62.12373487,0.5775,0.4515,0.6029,0.8084,0.6743,1.1988,0.0783,0.2116,0.5855,0.1189,225.4,256.4,0.2563,186,175,0.0231,0.0504,0,0.1651,0.2813,0,0.2366,0.4545,0.623,0.8902,0.8884,0.4506,0.5118,131.6425,72.5029,59.6585,89.9872,40.3676,26.0647,22.1471,40.3545,34.2032,1.7405,0.7524,0.1308
54,3,219.9414194,3170.968568,57.15,59.436,64.68533333,70.18866667,70.18341733,1.1809,1.1319,1.2277,0.7926,0.4948,1.6018,0.0552,0.0756,0.4772,0.0416,245.7,200.6,0.0914,147.6,117.6,0,0,0,0.2492,0.1385,0,0.4284,0.3981,0.7367,0.8905,0.8905,1.1338,0.4173,141.2329,93.2038,72.616,100.7789,47.3936,18.7875,23.9227,51.8558,30.4182,1.2324,0.5728,0.2401
55,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,3,246.1760549,3684.716645,52.832,53.25533333,82.71933333,87.79933333,88.65757393,1.6486,1.5657,1.6781,0.7564,0.5337,1.4174,0.0509,0.1538,0.526,0.0362,267.7,176.3,0.0819,108.3,106.2,0,0,0,0.1974,0.0926,0,0.3202,0.4417,0.7529,0.8894,0.8874,1.5663,0.4065,153.1497,83.5613,69.8074,104.8918,46.5899,29.6712,24.8509,39.9476,38.7034,1.9374,0.6358,0.2009
57,3,194.076828,2509.306809,58.08133333,58.33533333,47.32866667,52.40866667,54.91629013,0.8984,0.8149,0.9469,0.7522,0.6764,1.1121,0.0337,0.0521,0.5436,0.0566,253.6,209.2,0.076,174.4,159.9,0,0,0,0.1457,0.1059,0,0.1318,0.4637,0.7217,0.8902,0.8867,0.8139,0.4516,128.5261,69.4888,55.8502,86.7594,39.0011,26.1799,22.6965,40.9235,34.6485,0.5476,0.6513,0.1924
58,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,3,230.8148546,3357.799736,75.184,76.11533333,51.90066667,57.15,58.92587487,0.7508,0.6903,0.7846,0.6948,0.6149,1.13,0.042,0.1129,0.5126,0.0692,264.8,227.6,0.0947,167.5,156,0,0,0,0.1451,0.1626,0,0.192,0.4341,0.724,0.8954,0.8857,0.6873,0.4191,113.7078,64.0953,50.7871,77.3739,35.0497,22.2214,20.1152,42.1518,29.9735,1.4222,0.719,0.1511
60,3,275.5350175,4565.33854,89.32333333,89.74666667,50.37666667,63.16133333,64.66039053,0.7038,0.564,0.7325,0.7744,0.71,1.0908,0.0655,0.1509,0.5837,0.1413,272.6,253.4,0.2654,176.9,172.8,0,0,0.0997,0,0.1888,0.2351,0,0.4973,0.6362,0.8893,0.886,0.5629,0.5078,141.5725,80.5061,64.4444,96.9477,44.0103,25.9556,24.3726,43.1984,35.605,3.4718,0.7522,0.1311
61,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,3,264.1025283,3895.268195,82.12666667,83.14266667,43.434,59.09733333,63.37692007,0.7108,0.5289,0.7701,0.8289,0.6216,1.3333,0.081,0.159,0.5859,0.1691,286.3,278.3,0.2408,188,168,0.0259,0.0222,0,0.2505,0.1055,0,0.3453,0.3739,0.5854,0.887,0.8831,0.5258,0.5424,135.3252,71.0066,53.665,88.9187,40.3762,28.0215,26.4481,43.3455,38.5319,1.1332,0.7187,0.1501
63,3,276.1692047,4658.979929,92.456,92.87933333,50.37666667,62.82266667,61.877575,0.6764,0.5449,0.6794,0.7097,0.7473,0.9498,0.0644,0.1612,0.5613,0.1037,243.2,236.8,0.2117,184.6,188.8,0.2526,0.0941,0.1098,0,0.3522,0.2317,0,0.4825,0.6397,0.8927,0.886,0.5436,0.5005,134.6182,77.2544,57.676,90.4982,42.0542,24.1688,26.1578,47.2633,35.614,NA,NA,NA
64,3,241.6542538,3608.293859,75.26866667,75.438,49.69933333,60.452,65.39263867,0.8013,0.6603,0.8788,0.73,0.6198,1.1779,0.0535,0.1027,0.5189,0.1247,286.9,256.4,0.1697,174.5,157,0,0,0,0.146,0.1528,0,0.2117,0.4636,0.6564,0.8897,0.8864,0.6592,0.4815,144.4525,73.0687,61.1678,96.7292,42.5008,31.4854,24.6189,38.0224,39.9677,1.9983,0.7534,0.1303
65,3,214.7616228,3049.613972,64.85466667,65.70133333,51.39266667,56.98066667,59.14808253,0.8673,0.7924,0.9099,0.8238,0.6123,1.3454,0.0473,0.063,0.5664,0.0728,231.9,225.2,0.1516,174.1,157.9,0,0,0,0.2344,0.0521,0,0.2775,0.3967,0.7202,0.8897,0.8864,0.7908,0.4532,142.274,76.5074,59.2976,94.8395,42.996,28.2407,26.5233,43.2038,38.743,0.8052,0.6844,0.1718
66,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,3,277.4317286,4208.808787,51.47733333,52.578,90.76266667,96.09666667,97.77946747,1.8277,1.7632,1.9089,0.9194,0.6645,1.3837,0.0706,0.2055,0.5872,0.0353,242.8,169.9,0.0729,136.1,103.4,0,0,0,0.0965,0.1664,0,0.4511,0.5515,0.7549,0.888,0.8834,1.7613,0.4435,151.5237,72.7126,62.261,100.5663,43.7584,34.799,25.865,36.6223,43.3586,1.4289,0.5573,0.252
69,3,159.5286963,1537.896566,50.71533333,50.8,29.63333333,37.084,39.2656568,0.73,0.5843,0.7755,0.7896,0.7095,1.1129,0.0619,0.1323,0.5849,0.1473,280.3,253.4,0.2519,176.3,169.6,0,0,0,0.1603,0.0516,0,0.1411,0.4452,0.6407,0.8917,0.8889,0.5858,0.51,139.2733,82.6042,60.8497,94.2227,44.1444,23.3426,27.302,49.4703,35.9204,1.8963,0.666,0.1815
70,3,261.4421915,4294.235139,78.14733333,78.57066667,57.48866667,67.98733333,69.504814,0.8653,0.7356,0.891,0.7606,0.6706,1.1341,0.0512,0.0835,0.559,0.0918,266.3,247.9,0.1456,157.9,162.1,0,0,0,0.1535,0.1437,0,0.2489,0.4471,0.6758,0.89,0.8871,0.7364,0.477,140.9542,74.0931,60.9437,94.9955,42.4612,29.2328,24.7009,40.1969,38.2713,1.9104,0.6685,0.1807
71,3,206.2769052,2607.385466,44.87333333,46.56666667,72.22066667,76.03066667,75.436095,1.6327,1.6094,1.6481,0.7509,0.3509,2.1398,0.0458,0.1496,0.4639,0.0125,181.9,141.7,0.0277,89.8,94.3,0.0013,0.0588,0,0.2815,0.0877,0,0.4822,0.3786,0.7581,0.8877,0.8854,1.6038,0.3774,104.172,79.9769,60.7301,77.697,38.3496,7.9938,17.3621,65.2779,19.114,0.4823,0.666,0.1818
72,3,188.2643089,2369.414616,57.82733333,58.166,45.29666667,48.68333333,51.01387647,0.837,0.7833,0.8822,0.7818,0.6794,1.1509,0.0363,0.0687,0.5698,0.041,244.8,207.7,0.0587,170.7,170.9,0,0,0,0.1811,0.0512,0,0.1241,0.4313,0.7422,0.8894,0.8857,0.7831,0.4493,129.2521,67.6717,54.4325,86.4096,38.5964,27.473,23.2439,40.2333,35.9868,0.6434,0.6036,0.223
73,3,277.2254383,4927.610216,75.77666667,76.87733333,72.98266667,82.296,82.92750327,1.0705,0.9631,1.0953,0.7352,0.5318,1.3824,0.0501,0.0554,0.4993,0.0756,276.5,188.15,0.1457,187.2,128.5,0.0085,0.0249,0,0.2101,0.0875,0,0.3897,0.4187,0.7085,0.8889,0.8877,0.9636,0.4387,141.3217,76.2993,59.8229,94.6243,42.8901,28.0535,26.2295,43.0755,38.4056,3.1453,0.6712,0.1821
74,3,238.9974392,3589.397839,76.87733333,77.47,48.59866667,57.06533333,59.64065627,0.7366,0.6322,0.7766,0.783,0.6586,1.189,0.053,0.1225,0.5689,0.0932,276.8,240.8,0.1377,174.7,163.7,0,0,0,0.1768,0.0776,0,0.2222,0.4392,0.6805,0.8893,0.8876,0.6309,0.4785,126.7088,63.2761,52.0242,84.0153,37.1099,28.8229,22.6966,38.2187,36.6865,NA,NA,NA
75,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0446,0.7345,0.1419
76,3,221.5179381,3284.60275,68.326,68.58,53.00133333,57.74266667,59.94111287,0.842,0.7757,0.887,0.7571,0.6952,1.0891,0.0374,0.0674,0.5687,0.0529,247.1,210.1,0.0961,173.2,169.5,0,0,0,0.1336,0.072,0,0.1251,0.4677,0.7342,0.8897,0.8881,0.7764,0.4481,138.1715,70.6977,55.4126,91.0803,40.8783,29.7058,26.0449,41.243,39.5066,1.6791,0.7186,0.1501
77,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,3,215.1384572,3237.699618,63.33066667,63.41533333,63.58466667,65.19333333,65.63793493,1.028,1.004,1.0392,0.5254,0.6791,0.7736,0.0189,0.0209,0.4897,0.0202,225.2,148.2,0.0463,167.5,159.5,0,0,0.136,0,0.0316,0.1741,0,0.4883,0.7802,0.8889,0.8889,1.0033,0.3761,98.1165,72.5281,53.9734,71.7983,35.1232,9.3218,17.3912,61.8083,19.732,0.393,0.6675,0.1814
79,3,296.3870882,5024.205005,94.234,94.91133333,51.054,65.786,66.95542447,0.6931,0.5418,0.7052,0.805,0.7242,1.1117,0.0688,0.1625,0.5846,0.1429,267.6,251.9,0.2964,196.5,184.6,0.0367,0.0084,0,0.1718,0.2907,0,0.2775,0.4183,0.6186,0.8889,0.884,0.5405,0.5224,132.6813,68.7193,52.9189,87.3327,39.3877,28.2117,25.5827,42.2021,38.0838,0.7648,0.6679,0.1818
80,3,294.5520144,4811.717975,94.40333333,95.504,47.752,65.36266667,71.64826073,0.6844,0.5058,0.755,0.7471,0.6942,1.0762,0.0853,0.188,0.573,0.091,258.3,274.2,0.2169,172.3,168.75,0.0204,0.0483,0.0281,0,0.3344,0.3491,0,0.386,0.5837,0.8893,0.8876,0.5056,0.5314,141.4495,68.1435,57.1123,93.3321,40.9514,32.6663,25.0551,37.4883,41.1685,1.3111,0.7193,0.1501
81,3,154.9291034,1537.717355,49.44533333,49.61466667,33.18933333,38.01533333,39.6488666,0.7662,0.6712,0.8171,0.7466,0.6712,1.1122,0.0468,0.1007,0.57,0.1169,264.4,233.6,0.2295,181,165.1,0,0,0,0.1391,0.0362,0,0.089,0.4744,0.6964,0.8889,0.8864,0.6695,0.4677,145.2587,76.3515,62.0242,97.5143,43.5219,29.969,25.6107,40.5163,39.4214,1.2594,0.6348,0.2019
82,3,108.3406859,822.4427996,31.496,31.58066667,30.14133333,31.32666667,32.45049813,0.992,0.957,1.0331,0.7742,0.6263,1.2361,0.0282,0.0296,0.5503,0.0285,200.8,184,0.0276,167.8,150.7,0,0,0,0.1687,0.0208,0,0.0804,0.4432,0.7696,0.8903,0.8875,0.9595,0.4245,131.8654,87.3237,53.6018,87.2781,44.0273,15.8856,31.4293,63.1861,35.2158,0.6752,0.6002,0.2224
83,3,185.7433928,2371.142211,55.79533333,55.88,48.59866667,51.562,52.5612868,0.9227,0.871,0.9421,0.7238,0.6616,1.094,0.0258,0.0365,0.5483,0.046,240.8,195.1,0.0765,166.2,161.9,0,0,0,0.1225,0.0254,0,0.0895,0.4959,0.7533,0.8911,0.8876,0.8707,0.428,118.8523,65.6025,49.9184,79.3616,36.241,23.6319,22.6399,43.7719,32.7266,0.5364,0.5586,0.2504
84,3,198.4780299,2615.89441,55.28733333,55.88,53.086,58.84333333,59.95016373,1.053,0.9602,1.0843,0.7948,0.5681,1.3989,0.0454,0.0506,0.5252,0.0636,260.9,209.9,0.1302,154.9,131.8,0,0,0,0.1884,0.088,0,0.2639,0.446,0.7205,0.8897,0.8865,0.9615,0.4404,127.1171,76.2199,43.1572,80.1314,40.1859,20.0066,33.1458,58.8851,38.7157,0.5827,0.589,0.2319
85,3,208.9783391,2847.356312,55.71066667,55.88,63.5,69.25733333,69.72516747,1.2394,1.1398,1.2539,0.6489,0.2948,2.201,0.0235,0.0574,0.4482,0.0325,243.9,168.9,0.0727,63.2,115.9,0.0013,0.1196,0,0.1804,0.0947,0,0.2734,0.4817,0.7344,0.8902,0.8889,1.1407,0.376,145.1509,129.1447,80.7935,106.3824,58.0455,-1.7383,34.122,92.9164,34.1663,2.0722,0.5585,0.2469
86,3,246.1434752,3854.350714,77.978,78.40133333,51.308,59.69,63.14311307,0.7613,0.658,0.8177,0.7676,0.7329,1.0474,0.05,0.1117,0.5732,0.0582,259.2,225.8,0.0737,172.4,168.3,0,0,0,0.1215,0.2007,0,0.1927,0.461,0.6875,0.8897,0.8881,0.6576,0.4797,141.1809,71.0596,60.2134,94.7105,41.4968,31.1939,23.7236,37.2537,39.1901,1.1988,0.6847,0.1718
87,3,211.4125227,2981.212676,59.85933333,60.79066667,55.79533333,60.198,61.08462933,0.9903,0.9321,1.0282,0.7808,0.6167,1.2661,0.0357,0.0386,0.5426,0.0626,260.8,201.5,0.123,161.7,142.6,0,0,0,0.175,0.1205,0,0.2008,0.4585,0.7408,0.89,0.887,0.9326,0.4397,116.4366,67.5595,37.9839,72.6664,36.2062,20.0163,30.7132,56.9071,36.66,1.0657,0.6679,0.1804
88,3,130.6968091,1192.334533,36.576,36.576,39.03133333,40.386,41.02519947,1.1042,1.0671,1.1242,0.6412,0.6644,0.9652,0.018,0.0393,0.5203,0.0273,218.5,164.3,0.0483,172.6,152.1,0,0,0.1111,0,0.0258,0.0341,0,0.5052,0.7731,0.8889,0.8889,1.0698,0.4022,133.0294,68.8392,54.8345,88.3831,39.4575,28.5065,24.2649,40.4046,37.4354,0.7358,0.586,0.2319
89,3,155.4285944,1682.634628,44.958,45.212,44.53466667,46.228,46.6732874,1.0225,0.9906,1.0401,0.7156,0.6064,1.1801,0.0262,0.027,0.5338,0.0193,206.5,186.1,0.0288,167,149,0,0,0,0.1386,0.0556,0,0.1031,0.478,0.7706,0.8898,0.8879,0.9906,0.4041,130.7138,99.6442,64.9307,92.2161,47.6121,8.5175,29.0138,73.6394,30.2382,0.8969,0.5582,0.25
90,3,268.3734282,4639.754161,80.94133333,81.36466667,61.468,69.93466667,72.5843354,0.8595,0.7594,0.8968,0.7406,0.6831,1.0842,0.0389,0.0605,0.5588,0.0624,243.8,217.1,0.0958,198.1,167.2,0.0522,0.0126,0,0.1445,0.0735,0,0.1505,0.4661,0.703,0.8909,0.8869,0.7592,0.4623,140.7133,75.434,60.0145,94.4453,42.5331,28.3165,25.5014,42.0057,38.107,1.1563,0.6377,0.1939
91,3,246.5819385,3699.075039,78.994,79.92533333,48.26,58.166,60.2481396,0.7278,0.6109,0.759,0.8189,0.5906,1.3866,0.0629,0.1332,0.5595,0.1376,253.3,270.3,0.3123,168.1,155.8,0,0,0,0.2358,0.0554,0,0.3373,0.4076,0.6647,0.8906,0.8889,0.6129,0.4836,143.895,118.5391,75.4971,103.2597,54.8558,3.5292,32.618,83.8248,32.8084,1.0675,0.7182,0.151
92,3,188.5384173,2369.342932,56.642,57.23466667,46.56666667,51.054,53.05781447,0.892,0.8221,0.9454,0.7818,0.6263,1.2482,0.0402,0.052,0.535,0.063,254.5,211,0.103,172.1,160.6,0,0,0,0.1916,0.0766,0,0.1988,0.4295,0.7309,0.8907,0.8889,0.824,0.4417,136.3801,79.0566,61.2979,92.9968,42.6486,24.2263,24.5532,45.3839,34.493,0.7956,0.5585,0.2517
93,3,189.3029149,2309.973875,60.28266667,60.79066667,40.55533333,46.99,47.348902,0.773,0.6728,0.7854,0.7907,0.6531,1.2108,0.0499,0.1086,0.5541,0.0857,224.1,238.8,0.212,187.1,174.8,0.0353,0.0315,0,0.1591,0.143,0,0.1751,0.4613,0.6895,0.8904,0.8863,0.6725,0.4712,139.7233,71.7159,61.0959,94.4368,41.4398,30.1289,22.8038,37.1211,37.7858,1.0884,0.6518,0.1911
94,3,193.4675667,2531.973431,50.8,50.96933333,56.72666667,59.944,60.09582427,1.1761,1.1167,1.183,0.74,0.6767,1.0936,0.0332,0.062,0.5672,0.0389,231.3,178.4,0.0746,172.4,149.9,0,0,0,0.1062,0.057,0,0.0856,0.4972,0.7581,0.8904,0.8889,1.1167,0.4279,151.657,76.1083,63.7894,101.3481,44.5095,33.0677,25.9734,38.1483,42.0487,1.5059,0.5586,0.2523
95,3,197.757542,2621.944577,57.658,58.166,50.292,54.864,55.22252947,0.9432,0.8722,0.962,0.8179,0.6256,1.3075,0.0466,0.0472,0.5613,0.0664,237.6,210.6,0.1694,177,163,0,0,0,0.2075,0.0568,0,0.2382,0.4275,0.7326,0.8876,0.8876,0.8713,0.4463,149.1703,73.9419,58.8329,97.8728,43.4441,32.8385,27.6719,40.1197,42.943,3.2122,0.5587,0.2521
96,3,199.2184569,2692.818987,60.28266667,60.62133333,50.37666667,54.27133333,55.60652667,0.8953,0.8357,0.9211,0.7374,0.6657,1.1076,0.0326,0.0508,0.5579,0.0257,223.5,205.4,0.0366,183.6,163.7,0.0432,0.0319,0,0.1499,0.0785,0,0.0868,0.4399,0.7406,0.8893,0.886,0.8345,0.4371,141.3103,65.9079,58.5691,93.8932,40.2908,34.2326,22.9044,33.7858,41.1884,2.0661,0.7528,0.131
97,3,160.8182035,1776.498239,45.55066667,46.31266667,44.61933333,47.244,48.7744262,1.0201,0.9796,1.0748,0.7825,0.6041,1.2954,0.0364,0.0454,0.5119,0.0377,265.7,188.8,0.0643,159.4,140.5,0,0,0,0.195,0.1172,0,0.1662,0.4158,0.754,0.8898,0.8861,0.9767,0.4276,143.5543,76.4191,60.0975,95.7946,43.1532,28.952,26.1887,42.1311,39.0393,0.8452,0.5582,0.2505
98,3,195.8077195,2622.166799,51.308,51.73133333,61.38333333,62.484,63.63460307,1.2079,1.1964,1.2467,0.6832,0.6634,1.0299,0.026,0.0744,0.4916,0.0285,220.6,160,0.0392,172.4,144.4,0,0,0,0.0876,0.1302,0,0.1699,0.5203,0.7843,0.8892,0.8865,1.1942,0.3993,138.9903,76.4115,60.7482,93.9748,42.5973,26.8832,24.934,42.8457,36.6662,0.8624,0.5596,0.25
99,3,196.716015,2610.066464,61.214,61.468,47.32866667,51.73133333,54.1302448,0.8416,0.7732,0.8855,0.7663,0.6625,1.1566,0.035,0.0688,0.5653,0.0336,235.2,213,0.0467,175,160.3,0.0017,0.0029,0,0.163,0.062,0,0.1488,0.4484,0.7311,0.8902,0.8867,0.7743,0.4459,131.2608,69.6857,56.8475,88.477,39.5371,27.3754,23.0217,40.0627,35.7688,1.5632,0.5899,0.2303
100,3,227.3746447,3213.491781,59.77466667,61.63733333,59.85933333,69.93466667,70.51671613,1.1346,1.0014,1.18,0.7819,0.4759,1.6429,0.0635,0.0749,0.4937,0.0945,293.9,246.5,0.2043,141.1,113.8,0,0,0,0.2582,0.1833,0,0.4309,0.3596,0.6836,0.8896,0.8854,1,0.4427,123.9929,64.1245,48.2906,81.0649,36.7336,26.7266,24.6525,42.6883,36.3601,NA,NA,NA
101,3,211.0668033,2891.14834,69.17266667,69.25733333,45.12733333,50.96933333,51.62399293,0.7359,0.6524,0.7548,0.7075,0.7491,0.9444,0.0485,0.1153,0.5817,0.0851,253.2,219.3,0.1962,176.4,166.55,0.0048,0.0876,0.1321,0,0.1033,0.1151,0,0.5066,0.7055,0.8889,0.8852,0.6503,0.4617,102.6402,104.6375,70.1473,82.9075,45.8906,-8.105,22.4111,109.8827,23.8316,NA,NA,NA
102,3,142.4304069,1417.653079,40.97866667,41.402,40.132,41.91,42.50482567,1.0123,0.9793,1.0372,0.7521,0.6364,1.1818,0.0285,0.0336,0.531,0.0243,213.9,162.9,0.0597,171.7,144.1,0,0,0,0.1722,0.0813,0,0.1105,0.4242,0.7652,0.8894,0.8873,0.9793,0.4205,133.4491,72.9402,54.9074,88.6261,40.561,26.1879,25.9114,44.696,36.8403,0.7376,0.557,0.2518
103,3,250.0848186,3597.096748,80.09466667,80.60266667,41.99466667,54.61,58.62709467,0.6775,0.5243,0.7418,0.8129,0.7019,1.1581,0.0756,0.1643,0.5809,0.1758,304.9,272.8,0.2978,189.1,173.2,0.0044,0.0119,0,0.179,0.1157,0,0.2421,0.4341,0.6149,0.8899,0.8879,0.5238,0.5314,142.7487,72.0709,56.9594,93.9343,42.0247,30.9061,26.7898,40.9191,40.9009,0.8857,0.7186,0.1517
104,3,231.5532157,3573.813641,70.612,70.78133333,58.58933333,61.89133333,62.5470428,0.8744,0.8297,0.8919,0.6978,0.7242,0.9636,0.0378,0.0622,0.5631,0.0439,241.3,204.6,0.0441,172.9,165.4,0,0,0.1154,0,0.1289,0.1212,0,0.4952,0.7562,0.8889,0.8875,0.8288,0.4208,129.2608,65.6951,53.2144,85.8287,38.193,28.5728,23.462,39.3905,36.9712,0.861,0.6685,0.1803
105,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5101,0.6372,0.2006
106,3,116.9171144,954.0984502,34.036,34.20533333,33.274,34.20533333,34.4936318,1,0.9776,1.016,0.6816,0.6542,1.0418,0.0186,0.0194,0.5423,0.0273,205.6,168.6,0.0441,171.4,160.7,0,0,0,0.0999,0.019,0,0.0188,0.4926,0.7742,0.8889,0.8839,0.975,0.4109,114.5522,59.8102,43.045,74.1336,33.9956,24.6882,24.192,44.4183,34.5653,0.8749,0.5565,0.2531
107,3,184.7854911,2356.991702,54.18666667,54.27133333,52.15466667,54.01733333,54.1006792,0.9953,0.9625,0.9924,0.6625,0.6672,0.993,0.0231,0.0256,0.5265,0.0394,230.5,176.9,0.107,175.8,161.9,0,0,0.1221,0,0.0898,0.0927,0,0.5157,0.7724,0.8897,0.8881,0.9609,0.3983,116.895,67.3405,54.3319,80.5044,36.5678,21.7853,19.8166,42.2907,29.4499,1.2058,0.6508,0.1922
108,3,190.5874437,2411.206647,56.21866667,56.98066667,47.752,53.086,53.66258847,0.9316,0.8494,0.9574,0.75,0.6295,1.1914,0.0434,0.0507,0.525,0.0602,255.4,209.3,0.0719,173.8,154.5,0.0018,0.0036,0,0.1762,0.1255,0,0.2162,0.4195,0.7188,0.8929,0.8876,0.8491,0.4431,133.5908,75.2234,61.5457,91.7881,41.2897,25.4024,22.1754,41.1198,33.7199,1.3171,0.6041,0.2211
